"Asset ID","Type","Name","Path","Created At","URL","Format","Size"
"6a12ac105c7cd75eb8f754d8","File","logo.png","/images/logo.png","2026-05-24T07:43:11.946Z","https://ik.imagekit.io/de7qvcvqv/images/logo.png?updatedAt=1779608592778","png","1487257"
